Time,Energy_theoretical_Wh_sum,GHI_mean,temp_max,temp_min,humidity_mean,wind_speed_mean,step,GHI_lag1,temp_max_lag1,GHI_7d_avg,temp_7d_avg,day_of_year,day_sin
2017-01-13,18.520391236050003,2.384375,0.8,0.0,96.25,4.325,12,2.2354166666666666,3.0,3.4223214285714283,-3.7857142857142856,13,0.2219215130041655
2017-01-14,23.671296198900002,3.0208333333333335,0.4,-2.5,95.04166666666667,2.858333333333333,13,2.384375,0.8,3.8538690476190474,-2.3000000000000003,14,0.2386727660059501
2017-01-15,16.441619810625,2.1125000000000003,0.0,-2.4,94.08333333333333,2.5791666666666666,14,3.0208333333333335,0.4,4.155654761904762,-0.8714285714285713,15,0.255353295116187
2017-01-16,53.344816250399994,6.784375,-0.7,-7.5,91.875,2.316666666666667,15,2.1125000000000003,0.0,5.124851190476191,0.4571428571428572,16,0.2719581575341055
2017-01-17,44.295318385875,5.635416666666667,-1.0,-6.0,95.25,1.9000000000000001,16,6.784375,-0.7,4.265327380952381,0.6,17,0.288482432880609
2017-01-18,35.0370520623,4.45625,-1.9,-6.0,90.04166666666667,2.9916666666666667,17,5.635416666666667,-1.0,3.8041666666666667,0.08571428571428573,18,0.30492122465628907
2017-01-19,23.5126252240875,3.002083333333333,-0.8,-3.0,87.83333333333333,4.120833333333334,18,4.45625,-1.9,3.9136904761904767,-0.4571428571428572,19,0.3212696616923644
2017-01-20,18.429503232487498,2.386458333333333,2.0,-0.6,98.75,4.058333333333334,19,3.002083333333333,-0.8,3.9139880952380954,-0.2857142857142857,20,0.3375228995941133
2017-01-21,15.2816878348875,1.9802083333333333,1.8,0.8,97.41666666666667,2.2708333333333335,20,2.386458333333333,2.0,3.765327380952381,-0.08571428571428576,21,0.3536761221763716
2017-01-22,15.404878941525,1.984375,1.0,-1.1,96.95833333333333,2.370833333333333,21,1.9802083333333333,1.8,3.7470238095238093,0.05714285714285711,22,0.3697245428906731
2017-01-23,15.09518371275,1.9177083333333333,-1.2,-3.2,95.83333333333333,2.1041666666666665,22,1.984375,1.0,3.0517857142857143,-0.01428571428571433,23,0.38566340624360707
2017-01-24,16.234413405525,2.089583333333333,0.2,-1.2,96.29166666666667,2.920833333333333,23,1.9177083333333333,-1.2,2.545238095238095,0.15714285714285708,24,0.401487989205973
2017-01-25,18.852090846075,2.4385416666666666,1.8,0.1,98.79166666666667,2.3291666666666666,24,2.089583333333333,0.2,2.2569940476190475,0.6857142857142857,25,0.4171936026123168
2017-01-26,55.6123139060625,7.190625000000001,1.0,-2.8,91.66666666666667,1.9625000000000001,25,2.4385416666666666,1.8,2.855357142857143,0.9428571428571428,26,0.4327755925504312
2017-01-27,130.8296597452875,16.917708333333334,1.5,-5.7,85.875,2.5416666666666665,26,7.190625000000001,1.0,4.9312499999999995,0.8714285714285713,27,0.4482293417404106
2017-01-28,131.7385766628,16.95,0.6,-6.3,82.79166666666667,3.2416666666666667,27,16.917708333333334,1.5,7.069791666666667,0.7,28,0.4635502709028509
